"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
"18401","581","1","2137","4.99","2022-01-23T22:55:59.088886"
"18468","202","1","1474","2.99","2022-01-30T23:45:24.899702"
"18471","202","2","3148","0.99","2022-01-29T22:46:30.676485"
"18506","3","1","2628","2.99","2022-01-26T02:58:25.925938"
"18526","7","1","3007","0.99","2022-01-29T10:59:18.31734"
"18532","10","1","1801","4.99","2022-01-28T03:03:15.345708"
"18541","12","2","2434","5.99","2022-01-23T17:29:32.179976"
"18544","12","2","3135","2.99","2022-01-30T15:39:52.5628"
"18577","22","1","3419","2.99","2022-01-31T09:52:10.794939"
"18579","23","1","2827","0.99","2022-01-30T21:09:06.917455"
"18580","23","1","3015","5.99","2022-01-26T07:07:04.040097"
"18619","29","2","2923","2.99","2022-01-25T22:41:54.235054"
"18622","30","2","1895","2.99","2022-01-30T15:18:57.334688"
"18683","45","2","2722","4.99","2022-01-29T20:28:49.624839"
"18701","49","2","1777","6.99","2022-01-29T13:27:18.035445"
"18734","57","2","2910","7.99","2022-01-31T13:32:20.581604"
"18750","62","1","3327","3.99","2022-01-30T01:22:15.955736"
"18770","68","2","2662","4.99","2022-01-31T18:24:13.637965"
"18771","68","1","2686","2.99","2022-01-30T13:37:08.915745"
"18837","86","1","2518","4.99","2022-01-23T21:13:05.618859"
"18847","88","1","2878","2.99","2022-01-28T23:32:01.846378"
"18857","91","1","2457","3.99","2022-01-31T14:29:22.157965"
"18860","92","2","2084","4.99","2022-01-25T22:52:26.595086"
"18918","108","2","1372","4.99","2022-01-30T02:01:07.306069"
"18920","108","1","2061","8.99","2022-01-24T23:31:23.915378"
"18921","108","1","2210","2.99","2022-01-29T20:35:47.175956"
"18924","109","2","1891","3.99","2022-01-25T08:41:11.189764"
"18929","111","1","1593","6.99","2022-01-29T20:14:49.242691"
"19008","130","1","2982","6.99","2022-01-24T23:43:06.046054"
"19009","131","1","1646","9.99","2022-01-26T10:34:23.882543"
"19045","141","2","2895","7.99","2022-01-25T23:37:06.81039"
"19085","150","2","3187","1.99","2022-01-26T12:17:47.357714"
"19086","150","1","3456","5.99","2022-01-27T15:39:07.386127"
"19116","160","2","2314","4.99","2022-01-23T19:59:33.993546"
"19119","161","1","1856","2.99","2022-01-25T03:06:37.90564"
"19121","162","2","1339","4.99","2022-01-27T19:53:56.962439"
"19141","167","1","1416","3.99","2022-01-27T21:14:47.743417"
"19156","172","2","1507","0.99","2022-01-23T14:57:04.087741"
"19163","173","1","3336","4.99","2022-01-27T00:12:03.475988"
"19167","174","2","3446","1.99","2022-01-26T20:26:32.324719"
"19171","176","1","1741","7.99","2022-01-23T19:47:31.765476"
"19173","176","1","2181","8.99","2022-01-29T13:32:26.254296"
"19183","178","1","1292","6.99","2022-01-26T14:46:39.760658"
"19188","178","1","2293","4.99","2022-01-27T03:49:56.776826"
"19194","180","1","2798","2.99","2022-01-23T14:24:17.906429"
"19202","182","1","2234","0.99","2022-01-31T16:17:31.897094"
"19205","183","2","2471","5.99","2022-01-29T19:06:54.125709"
"19209","185","1","2459","4.99","2022-01-25T03:05:27.650997"
"19230","189","1","1834","0.99","2022-01-30T22:09:05.643079"
"19234","190","1","1319","2.99","2022-01-30T16:13:26.743955"
"19264","196","2","3342","4.99","2022-01-26T12:24:38.200167"
"19275","199","1","1910","2.99","2022-01-30T03:54:01.728728"
"19299","212","1","1637","2.99","2022-01-29T13:58:26.783939"
"19319","216","2","1461","6.99","2022-01-31T01:42:08.422833"
"19380","234","2","3199","4.99","2022-01-25T09:09:06.587413"
"19386","236","2","2311","6.99","2022-01-28T00:04:37.87377"
"19423","244","2","2955","3.99","2022-01-26T01:50:42.270317"
"19456","254","1","2138","2.99","2022-01-31T17:16:57.901794"
"19466","256","1","2380","6.99","2022-01-29T18:33:47.014561"
"19480","260","2","2040","2.99","2022-01-28T11:12:32.718181"
"19539","269","2","10566","2.99","2022-01-29T14:58:56.641347"
"19564","271","1","12219","4.99","2022-01-30T14:48:07.053308"
"19576","273","1","10753","3.99","2022-01-30T09:46:35.34433"
"19641","277","2","14745","4.99","2022-01-31T19:49:34.590337"
"19653","278","2","14803","0.99","2022-01-24T08:45:02.491429"
"19667","279","1","14789","4.99","2022-01-26T10:48:44.562268"
"19693","283","1","15837","2.99","2022-01-30T00:21:10.158804"
"19708","285","2","12687","9.99","2022-01-27T19:13:36.930059"
"19715","286","2","13635","5.99","2022-01-24T18:39:54.179259"
"19749","289","2","14729","4.99","2022-01-31T02:39:25.058984"
"19789","294","2","14630","7.99","2022-01-30T13:39:09.641986"
"19802","296","2","13471","2.99","2022-01-30T01:46:22.908088"
"19814","297","1","11784","0.99","2022-01-26T22:25:50.413534"
"19820","297","2","15582","2.99","2022-01-29T03:20:32.774683"
"19877","303","1","15511","3.99","2022-01-26T07:19:36.155054"
"19905","306","1","13996","4.99","2022-01-30T02:34:03.758248"
"19921","308","1","12590","6.99","2022-01-27T02:56:21.534079"
"19995","317","1","14032","5.99","2022-01-25T16:10:20.008222"
"20022","322","2","11120","4.99","2022-01-29T22:00:05.770319"
"20041","324","2","12543","2.99","2022-01-27T15:55:53.526755"
"20108","331","1","15521","2.99","2022-01-24T23:26:45.22042"
"20118","333","2","10844","4.99","2022-01-28T15:20:42.924392"
"20130","334","2","10997","7.99","2022-01-25T07:39:06.150092"
"20185","339","2","14758","3.99","2022-01-24T19:02:43.296998"
"20187","340","1","10667","8.99","2022-01-30T22:06:49.580668"
"20203","341","2","13059","0.99","2022-01-26T08:17:47.311835"
"20222","342","2","14299","0.99","2022-01-26T03:41:21.753457"
"20235","344","2","13014","4.99","2022-01-28T01:05:46.433252"
"20238","344","2","14624","0.99","2022-01-31T16:12:46.449162"
"20273","348","2","13238","2.99","2022-01-29T21:10:32.406455"
"20294","350","2","11692","6.99","2022-01-29T06:30:47.589021"
"20298","350","2","13086","0.99","2022-01-24T05:24:26.124005"
"20306","351","2","15712","2.99","2022-01-26T12:45:14.236888"
"20307","351","1","15762","2.99","2022-01-24T22:06:57.697542"
"20321","353","1","15564","1.99","2022-01-24T21:33:37.771799"
"20341","356","2","12037","4.99","2022-01-27T07:40:06.152386"
"20348","356","2","15754","5.99","2022-01-24T02:20:01.872735"
"20374","360","2","12088","5.99","2022-01-27T18:32:01.588751"
"20384","361","2","11031","5.99","2022-01-24T22:38:06.105772"
"20404","362","1","14808","4.99","2022-01-30T08:02:05.956403"
"20459","368","2","13963","1.99","2022-01-31T00:00:01.348328"
"20496","372","2","13871","8.99","2022-01-31T09:40:19.131294"
"20514","373","2","13467","2.99","2022-01-28T10:47:03.737176"
"20523","374","2","15053","5.99","2022-01-24T05:58:04.961672"
"20635","386","1","10572","4.99","2022-01-28T13:00:15.770933"
"20682","390","2","13546","3.99","2022-01-31T20:56:46.127963"
"20730","395","1","15698","2.99","2022-01-29T13:46:31.854989"
"20732","395","1","15970","4.99","2022-01-29T04:28:05.576935"
"20753","397","2","14100","3.99","2022-01-30T11:21:05.287972"
"20755","397","1","15083","6.99","2022-01-28T05:43:40.815687"
"20761","399","2","10654","2.99","2022-01-29T13:14:06.63989"
"20768","399","1","15468","4.99","2022-01-26T04:04:31.794521"
"20791","402","1","15428","4.99","2022-01-27T18:24:48.640077"
"20794","403","2","10789","2.99","2022-01-31T05:39:28.343408"
"20797","403","2","11427","2.99","2022-01-30T14:14:43.67663"
"20824","405","1","13398","0.99","2022-01-28T16:20:35.676204"
"20861","409","2","12830","0.99","2022-01-26T11:53:40.524884"
"20862","409","1","13392","8.99","2022-01-30T18:23:02.625939"
"20864","409","1","14103","1.99","2022-01-25T03:31:27.967407"
"20923","415","2","12128","5.99","2022-01-25T20:35:32.519711"
"20934","416","1","11557","6.99","2022-01-28T17:39:26.875461"
"20951","417","1","14304","6.99","2022-01-27T10:48:07.413642"
"20972","419","1","10372","2.99","2022-01-26T10:48:23.333497"
"20998","422","1","11658","2.99","2022-01-30T09:33:04.810743"
"21013","423","2","14191","6.99","2022-01-26T09:07:23.399941"
"21105","435","1","14765","1.99","2022-01-30T03:23:45.220535"
"21113","436","2","12429","6.99","2022-01-30T09:06:45.10296"
"21157","440","2","14863","7.99","2022-01-26T03:20:28.760933"
"21167","442","2","10365","6.99","2022-01-30T10:48:05.397811"
"21230","447","2","16032","4.99","2022-01-25T11:25:32.517873"
"21267","451","2","13252","2.99","2022-01-29T20:13:41.101657"
"21271","451","2","14500","0.99","2022-01-26T21:02:28.314185"
"21280","452","1","15909","0.99","2022-01-29T06:46:46.447694"
"21342","459","1","12527","6.99","2022-01-31T21:29:53.534165"
"21370","461","1","15067","2.99","2022-01-24T20:48:05.318601"
"21372","461","1","15336","6.99","2022-01-25T03:18:08.363636"
"21416","466","1","12048","7.99","2022-01-31T04:06:18.951835"
"21422","466","1","16005","7.99","2022-01-24T16:12:40.657792"
"21437","468","2","13221","3.99","2022-01-31T21:10:47.559735"
"21466","470","2","11711","2.99","2022-01-31T06:47:10.309293"
"21490","472","2","13188","8.99","2022-01-30T20:23:12.717717"
"21498","473","1","11216","4.99","2022-01-23T21:41:57.706703"
"21502","473","2","13984","4.99","2022-01-25T05:42:00.671408"
"21546","478","2","15188","4.99","2022-01-24T04:57:26.18962"
"21635","489","2","11119","9.99","2022-01-24T20:49:14.983437"
"21643","489","1","15205","0.99","2022-01-29T13:57:38.091077"
"21670","493","1","15490","6.99","2022-01-24T17:53:08.087622"
"21673","494","1","10623","2.99","2022-01-28T19:21:54.64425"
"21705","497","1","15362","5.99","2022-01-26T00:11:21.849622"
"21734","501","2","11393","4.99","2022-01-27T04:34:50.010479"
"21769","504","2","10509","3.99","2022-01-28T13:32:22.776205"
"21801","507","2","12275","4.99","2022-01-31T15:35:11.390874"
"21809","508","2","13201","2.99","2022-01-31T14:54:05.686313"
"21821","510","2","12406","2.99","2022-01-25T20:19:48.228634"
"21946","523","1","12288","2.99","2022-01-28T07:31:58.805747"
"22044","534","2","10725","6.99","2022-01-31T22:22:55.65883"
"22063","535","1","14522","4.99","2022-01-25T22:01:37.510648"
"22122","542","1","12819","0.99","2022-01-28T15:08:11.647254"
"22128","543","1","11681","2.99","2022-01-27T05:51:47.74531"
"22156","546","1","14797","4.99","2022-01-27T08:37:47.216849"
"22166","547","2","13307","2.99","2022-01-27T20:00:54.26734"
"22225","554","2","14015","2.99","2022-01-28T16:48:12.372147"
"22250","557","2","13794","2.99","2022-01-26T21:10:20.700702"
"22270","559","1","14342","4.99","2022-01-26T16:54:59.782589"
"22296","562","2","13225","2.99","2022-01-29T05:11:12.804962"
"22307","563","2","14592","4.99","2022-01-28T10:22:32.084265"
"22308","563","2","15507","0.99","2022-01-26T00:18:17.753901"
"22349","567","2","13031","2.99","2022-01-24T19:39:01.35281"
"22356","568","1","11331","2.99","2022-01-30T07:28:14.337144"
"22387","572","1","11114","0.99","2022-01-31T00:37:28.009601"
"22388","572","1","11121","4.99","2022-01-25T02:11:22.029254"
"22389","572","2","11415","2.99","2022-01-27T10:41:06.398997"
"22411","574","2","15214","2.99","2022-01-26T12:09:53.816189"
"22440","577","2","13500","3.99","2022-01-26T15:46:04.264382"
"22481","582","1","14376","4.99","2022-01-29T19:37:07.400251"
"22494","584","1","11213","4.99","2022-01-27T01:09:29.157333"
"22500","584","2","14102","5.99","2022-01-28T03:33:52.883802"
"22501","584","2","14230","5.99","2022-01-25T08:35:06.78563"
"22509","585","1","15804","4.99","2022-01-31T12:55:26.82629"
"22548","590","2","11578","5.99","2022-01-24T23:24:48.280857"
"22593","596","2","12560","4.99","2022-01-25T09:03:15.066383"
"22646","204","2","13899","2.99","2022-01-29T09:49:11.474924"
"22657","206","2","10930","3.99","2022-01-25T11:40:48.514132"
"22701","2","2","15907","4.99","2022-01-24T09:17:41.922082"
"22708","3","1","15619","2.99","2022-01-30T01:44:18.250996"
"22789","12","2","10392","10.99","2022-01-28T10:58:42.781711"
"22796","13","1","11292","4.99","2022-01-25T10:02:06.924325"
"22821","15","2","12551","2.99","2022-01-23T20:25:45.914197"
"22864","20","2","10284","4.99","2022-01-27T03:18:50.852803"
"22869","20","2","13036","4.99","2022-01-24T23:16:40.402865"
"22907","23","2","13331","4.99","2022-01-24T20:04:52.891148"
"22929","25","1","15972","5.99","2022-01-24T17:21:21.85371"
"23033","36","2","11616","4.99","2022-01-25T13:16:44.430246"
"23038","36","1","14647","9.99","2022-01-23T16:20:21.954692"
"23040","37","1","10538","2.99","2022-01-28T21:49:07.603897"
"23041","37","1","11176","3.99","2022-01-23T19:35:29.965529"
"23071","40","1","10442","2.99","2022-01-27T22:08:11.000453"
"23075","40","2","12877","2.99","2022-01-30T00:28:41.102945"
"23095","42","1","15442","2.99","2022-01-31T18:02:28.624422"
"23127","46","2","12280","4.99","2022-01-27T15:01:12.109088"
"23201","54","1","10956","4.99","2022-01-28T04:38:00.313108"
"23217","55","1","13345","6.99","2022-01-28T19:06:50.777355"
"23261","60","1","11404","8.99","2022-01-27T12:58:31.676761"
"23266","60","1","15618","5.99","2022-01-30T06:20:40.46252"
"23305","65","2","11845","2.99","2022-01-29T22:40:10.267891"
"23341","69","1","12121","2.99","2022-01-27T01:22:39.385789"
"23348","70","1","11274","9.99","2022-01-27T22:23:13.698157"
"23410","75","1","12662","0.99","2022-01-25T02:30:30.382801"
"23481","83","1","11565","5.99","2022-01-25T21:35:51.817002"
"23498","84","1","15190","4.99","2022-01-25T13:35:57.361807"
"23506","85","2","13733","0.99","2022-01-28T18:21:05.008536"
"23509","86","2","10584","6.99","2022-01-29T14:58:55.808128"
"23562","91","1","15341","4.99","2022-01-23T19:02:14.707836"
"23596","96","1","11984","3.99","2022-01-27T17:57:16.836217"
"23616","99","1","10455","1.99","2022-01-31T03:09:44.955718"
"23618","99","2","12379","0.99","2022-01-30T20:10:45.909572"
"23671","106","1","12159","7.99","2022-01-31T15:30:29.082452"
"23679","107","1","14562","4.99","2022-01-27T12:14:02.597066"
"23695","109","2","15677","2.99","2022-01-31T15:28:32.929983"
"23710","112","1","11019","2.99","2022-01-30T23:15:39.6354"
"23729","113","1","15600","1.99","2022-01-26T00:27:02.555671"
"23732","114","2","12326","0.99","2022-01-26T09:41:59.952593"
"23736","114","1","14867","4.99","2022-01-24T14:56:49.411778"
"23800","120","1","14246","4.99","2022-01-30T15:52:11.250595"
"23838","125","1","10583","2.99","2022-01-26T17:24:45.120882"
"23864","127","2","12820","2.99","2022-01-28T03:00:32.01573"
"23885","129","1","10483","2.99","2022-01-28T15:19:30.740137"
"23887","129","2","10816","4.99","2022-01-24T12:15:38.819069"
"23918","132","1","10400","6.99","2022-01-30T20:06:51.48459"
"23927","133","1","12834","4.99","2022-01-27T09:08:41.918572"
"23955","136","2","13992","4.99","2022-01-28T18:29:24.197732"
"23960","137","2","10842","5.99","2022-01-25T19:22:50.89799"
"24010","141","1","12032","5.99","2022-01-27T05:55:26.864795"
"24012","141","2","12107","3.99","2022-01-27T01:58:55.450603"
"24016","141","2","13470","4.99","2022-01-23T16:06:30.830136"
"24041","144","1","10951","4.99","2022-01-28T03:55:02.723978"
"24054","145","2","10799","4.99","2022-01-25T19:49:00.649389"
"24073","146","1","13606","4.99","2022-01-25T12:42:23.343897"
"24081","147","2","13542","4.99","2022-01-28T15:30:27.726116"
"24084","147","1","14156","0.99","2022-01-31T11:11:49.767015"
"24102","148","2","14629","2.99","2022-01-28T15:29:31.72761"
"24120","150","2","12260","6.99","2022-01-31T13:51:54.571076"
"24124","150","2","12890","0.99","2022-01-28T06:56:09.510327"
"24143","152","1","10320","6.99","2022-01-29T15:10:25.126451"
"24153","152","2","14668","4.99","2022-01-28T04:05:59.02215"
"24186","156","2","13802","2.99","2022-01-26T00:36:48.546263"
"24190","156","1","15408","6.99","2022-01-25T00:03:03.355436"
"24200","157","2","14974","4.99","2022-01-28T18:35:21.317431"
"24216","159","1","13933","0.99","2022-01-30T22:53:23.772263"
"24297","168","2","13811","0.99","2022-01-31T08:10:04.369035"
"24299","168","1","15033","3.99","2022-01-28T21:27:31.516771"
"24324","171","2","13433","0.99","2022-01-29T17:25:58.688187"
"24359","175","2","11618","4.99","2022-01-29T10:13:02.276271"
"24364","175","2","14507","4.99","2022-01-27T08:41:36.199742"
"24393","178","2","11927","3.99","2022-01-26T07:08:55.106273"
"24395","178","2","12727","2.99","2022-01-29T07:50:10.192036"
"24399","178","2","14314","2.99","2022-01-24T22:23:45.385805"
"24419","180","1","15039","4.99","2022-01-31T16:03:52.299314"
"24433","181","2","14406","3.99","2022-01-27T07:37:17.914591"
"24462","185","1","12674","5.99","2022-01-31T05:26:11.897056"
"24498","188","2","15409","0.99","2022-01-26T05:36:24.137141"
"24523","192","1","11815","4.99","2022-01-26T11:47:05.699484"
"24531","193","2","12384","0.99","2022-01-27T23:46:55.920853"
"24540","194","2","11475","5.99","2022-01-30T10:07:14.920528"
"24660","212","1","12156","7.99","2022-01-27T13:26:01.647163"
"24695","215","1","15843","0.99","2022-01-29T18:30:55.654105"
"24761","224","1","12492","4.99","2022-01-31T16:10:40.755291"
"24783","226","1","15901","4.99","2022-01-26T07:59:05.945875"
"24791","228","1","10585","4.99","2022-01-31T16:43:39.953608"
"24828","232","2","14857","0.99","2022-01-28T23:57:15.63161"
"24838","234","2","10968","7.99","2022-01-30T14:12:52.556913"
"24847","234","2","15037","5.99","2022-01-26T04:08:13.160842"
"24854","235","1","15034","6.99","2022-01-26T08:33:43.939246"
"24876","238","1","10659","5.99","2022-01-24T05:39:19.169455"
"24886","239","2","11900","4.99","2022-01-30T06:05:29.667122"
"24887","239","1","11968","0.99","2022-01-24T15:14:55.497545"
"24944","244","2","14657","0.99","2022-01-25T11:41:33.470639"
"24982","250","1","12361","0.99","2022-01-24T21:21:43.360628"
"25052","257","2","13203","7.99","2022-01-26T19:39:43.421717"
"25087","260","1","12852","0.99","2022-01-24T15:46:55.266984"
"25098","261","2","11928","2.99","2022-01-26T03:42:05.641469"
"25123","263","2","12919","6.99","2022-01-25T08:33:06.938495"
"25142","265","1","14547","6.99","2022-01-26T22:59:55.242108"
"25197","271","1","6024","2.99","2022-01-29T04:09:01.551039"
"25208","273","2","3556","2.99","2022-01-27T21:46:48.877024"
"25256","277","2","4987","5.99","2022-01-28T08:12:19.194959"
"25260","277","1","6487","5.99","2022-01-23T15:05:24.118128"
"25290","280","2","8695","6.99","2022-01-31T19:37:48.079292"
"25309","282","1","7433","2.99","2022-01-23T16:52:33.638966"
"25338","284","1","5161","6.99","2022-01-29T22:48:26.610611"
"25360","286","2","3692","3.99","2022-01-24T20:34:35.98977"
"25379","287","2","5761","0.99","2022-01-30T12:06:03.204173"
"25407","289","1","9498","2.99","2022-01-29T02:30:44.751122"
"25435","292","2","3557","0.99","2022-01-31T09:23:20.755902"
"25442","292","2","7199","5.99","2022-01-29T17:52:46.791136"
"25443","292","1","7216","2.99","2022-01-24T06:42:57.803308"
"25479","295","2","5283","2.99","2022-01-27T15:09:31.511677"
"25485","295","1","8840","9.99","2022-01-27T23:42:30.691411"
"25497","296","2","6016","4.99","2022-01-29T07:25:39.245405"
"25501","296","2","8171","0.99","2022-01-25T11:03:11.411556"
"25516","297","1","10153","0.99","2022-01-31T17:43:37.241549"
"25531","299","1","5642","2.99","2022-01-28T21:51:25.739994"
"25532","299","2","6732","0.99","2022-01-29T00:24:01.214577"
"25537","299","1","9520","2.99","2022-01-25T04:41:53.353692"
"25596","304","2","7551","4.99","2022-01-31T18:40:33.864763"
"25599","304","1","9992","6.99","2022-01-28T00:13:00.062875"
"25628","307","1","4868","4.99","2022-01-29T23:30:14.964658"
"25630","307","2","6125","6.99","2022-01-27T07:26:28.093236"
"25658","309","2","9945","2.99","2022-01-24T09:40:07.18626"
"25662","310","1","5621","5.99","2022-01-29T18:27:17.673294"
"25674","311","2","9882","8.99","2022-01-24T07:47:25.015384"
"25682","312","1","8137","4.99","2022-01-25T09:34:21.679506"
"25702","314","1","6763","3.99","2022-01-29T16:30:02.351065"
"25736","317","2","5942","7.99","2022-01-27T20:05:34.848418"
"25799","323","1","6840","3.99","2022-01-30T10:34:58.788465"
"25804","323","2","7937","4.99","2022-01-30T10:17:58.313443"
"25816","324","2","6299","4.99","2022-01-29T05:30:21.029342"
"25916","333","2","6958","0.99","2022-01-27T13:38:22.598005"
"25921","333","2","9338","10.99","2022-01-30T23:45:15.091036"
"25928","334","2","5818","5.99","2022-01-26T18:42:45.346694"
"25931","334","2","6749","4.99","2022-01-25T12:29:01.814551"
"25940","335","1","4387","8.99","2022-01-30T09:04:27.430391"
"25947","335","1","8855","2.99","2022-01-25T09:17:31.87356"
"25962","336","1","10055","0.99","2022-01-30T21:15:08.326738"
